kota_raw,kota,rumah_sakit,nomor_telpon,nama_dokter,spesialis_raw,spesialis_standar,subspesialis_raw,subspesialis_standar,non_spesialis_raw,sumber_data
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Putu Shinta Widari Tirka, Sp.DV", Spesialis Kulit dan Kelamin (Sp.KK),Spesialis Kulit dan Kelamin (Sp.KK),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Ni Made Suryanadi, Sp.M", Spesialis Mata (Sp.M),Spesialis Mata (Sp.M),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Ni Luh Diah Pantjawati, SpM(K)", Spesialis Mata (Sp.M),Spesialis Mata (Sp.M),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Ni Luh Piliantari Meigawati, Sp.M", Spesialis Mata (Sp.M),Spesialis Mata (Sp.M),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Ni Made Indah Kencanawati, Sp.M", Spesialis Mata (Sp.M),Spesialis Mata (Sp.M),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Ni Luh Putu Nurindah Sukmawati, Sp.M", Spesialis Mata (Sp.M),Spesialis Mata (Sp.M),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"Dr. dr. Ida Bagus Putra Adnyana, Sp.OG(K)-FER", Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Putu Arya Yudanegara, Sp.OG", Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Anom Suardika, Sp.OG (K)-FER", Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"Dr. dr. I Nyoman Hariyasa Sanjaya, Sp.OG (K)-KFM, MARS", Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. I.G.N. Agung Dwipelita Putra, Sp.OG", Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. I Nyoman Sudira, Sp.OG", Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. I Made Darmayasa, Sp.OG(K)-Obginsos", Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. I Nyoman Sudastra, Sp.OG", Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Anak Agung Gede Putra Wiradnyana, Sp.OG (K)-KFM", Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. I B Nyoman Suardiana Manuaba, Sp.OG", Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Evert Solomon Pangkahila, M.Biomed, Sp.OG (K)-KFM", Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"Dr. dr. I Nyoman Bayu Mahendra, Sp.OG (K)-Onk", Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Ida Ayu Putu Andayani, Sp.OG", Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"Dr. dr. I Gede Mega Putra, Sp.OG (K)-Urogin", Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Ida Bagus Praja Putra Adnyana, M.Biomed, Sp.OG", Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Tjokorda Gede Astawa Pemayun, M.Biomed, Sp.OG", Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Made Angga Diningrat, M.Biomed. Sp.OG(K)FER", Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Ketut Ratna Dewi Wijayanti, Sp.OG (K) – KFM", Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Ketut Yoga Mira Pratiwi, Sp.OG", Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Anak Agung Gede Putra Wiradnyana, Sp.OG (K)-KFM", Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Evert Solomon Pangkahila, M.Biomed, Sp.OG (K)-KFM", Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Ida Bagus Krisna Wiweka, Sp.PD", Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. I Ketut Sumandi, SpPD", Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. I Nyoman Sutarka, SpPD, K-GH, FINASIM", Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"Dr. dr. Made Ratna Saraswati, Sp.PD-KEMD-FINASIM", Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"Dr. dr. I Made Susila Utama, SpPD-KPTI FINASIM", Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Putu Saraswati Laksmi Dewi, Sp.PD", Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Nyoman Paramita Ayu, Sp. PD-KGH", Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. I Dewa Made Artika, Sp.P (K)", Spesialis Penyakit Paru (Sp.P),Spesialis Penyakit Paru (Sp.P),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Ida Ayu Jasminarti Dwi Kusumawardani, Sp.P", Spesialis Penyakit Paru (Sp.P),Spesialis Penyakit Paru (Sp.P),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Putu Kessi Vikaneswari, Sp.P", Spesialis Penyakit Paru (Sp.P),Spesialis Penyakit Paru (Sp.P),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Komang Arimbawa, Sp.S", Spesialis Saraf (Sp.S),Spesialis Saraf (Sp.S),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Desie Yuliani, Sp.S", Spesialis Saraf (Sp.S),Spesialis Saraf (Sp.S),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Ketut Widyastuti, Sp.S (K)", Spesialis Saraf (Sp.S),Spesialis Saraf (Sp.S),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"Dr. dr. I Putu Eka Widyadharma, M.Sc, Sp.N(K)Nyeri", Spesialis Saraf (Sp.S),Spesialis Saraf (Sp.S),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Putri Eka Pradnyaning, Sp.N", Spesialis Saraf (Sp.S),Spesialis Saraf (Sp.S),-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Agus Santosa, Sp.THT-KL, MARS, FICS"," Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT-KL)","Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT-KL)",-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Ida Bagus Surya Putra Manuaba, M.Kes.Sp.THT-KL.MARS."," Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT-KL)","Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT-KL)",-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Nyoman Dian Permatasari, M.Biomed, Sp.THT-KL"," Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT-KL)","Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT-KL)",-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. I Nengah Wartawan, Sp.THT-KL"," Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT-KL)","Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT-KL)",-,-,-,bali_raya_hospital_csv
Denpasar,Denpasar,Bali Raya Hospital,-,"dr. Luh Made Ratnawati, Sp.T.H.T.K.L (K)"," Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT-KL)","Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT-KL)",-,-,-,bali_raya_hospital_csv
jakarta barat,jakarta barat,rsud kembangan,-,"dr. binahayati, sp.ak",akupunktur,Spesialis Akupunktur Medik (Sp.Ak),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"dr. dewi permatasari, sp.ak",akupunktur,Spesialis Akupunktur Medik (Sp.Ak),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"dr. diah asih lestari, sp.b-kbd",bedah digestif,Spesialis Bedah (Sp.B),bedah digestif,Subspesialis Bedah Digestif (Sp.B-KBD),-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"dr. gunadi petrus, sp.b-kbd",bedah digestif,Spesialis Bedah (Sp.B),bedah digestif,Subspesialis Bedah Digestif (Sp.B-KBD),-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"dr. michael, sp.b, (k).onk",bedah onkologi,Spesialis Bedah (Sp.B),bedah onkologi,Subspesialis Bedah Onkologi,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"dr. rachmat christian nikijuluw, sp.b, (k).onk",bedah onkologi,Spesialis Bedah (Sp.B),bedah onkologi,Subspesialis Bedah Onkologi,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"dr. rino meridian, sp.b,(k)",bedah vaskuler,Spesialis Bedah (Sp.B),bedah vaskuler,Subspesialis Bedah Vaskular,-,rsud_gofar_tes_csv
Kota Jayapura,Kota Jayapura,RS Provita Jayapura,-,"drg. Brilyanti Horas, Sp.Pros",Dokter Gigi Spesialis Prostodonsia,Dokter Gigi Spesialis Prostodonsia,Dokter Gigi Spesialis Prostodonsia,-,-,provita_jayapura_csv
jakarta pusat,jakarta pusat,rsud johar baru,-,dr. grace,geriatri,Spesialis Kedokteran Geriatri (Sp.K.Ger),-,-,-,rsud_gofar_tes_csv
jakarta selatan,jakarta selatan,rsud tebet,-,"dr. taufan harun habibie, sp.pd",geriatri,Spesialis Kedokteran Geriatri (Sp.K.Ger),-,-,-,rsud_gofar_tes_csv
jakarta selatan,jakarta selatan,rsud jagakarsa,-,drg. fibrianti,gigi,Dokter Gigi,-,-,-,rsud_gofar_tes_csv
jakarta utara,jakarta utara,rsud cilincing,-,drg. fusiana,gigi,Dokter Gigi,-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud johar baru,-,drg. ahmad erlangga,gigi,Dokter Gigi,-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud johar baru,-,drg. dyah ariani,gigi,Dokter Gigi,-,-,-,rsud_gofar_tes_csv
jakarta timur,jakarta timur,rsud kramat jati,-,drg. betty aryani,gigi,Dokter Gigi,-,-,-,rsud_gofar_tes_csv
jakarta timur,jakarta timur,rsud kramat jati,-,drg. darvini rachmida,gigi,Dokter Gigi,-,-,-,rsud_gofar_tes_csv
jakarta timur,jakarta timur,rsud kramat jati,-,drg. jessica hanna p,gigi,Dokter Gigi,-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"drg. debora hidayat, sp.orth",gigi,Dokter Gigi,-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"drg. descy darman, sp.kga",gigi,Dokter Gigi,-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"drg. istiqamah yusuf, sp.pm",gigi,Dokter Gigi,-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"drg. pruput dwi mutiari, sp.bm (k)",gigi,Dokter Gigi,-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"drg. riza rosalina, sp.orth",gigi,Dokter Gigi,-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"drg. sri darmayanti, sp.kg",gigi,Dokter Gigi,-,-,-,rsud_gofar_tes_csv
jakarta selatan,jakarta selatan,rsud tebet,-,"drg. ms rini wardhani oh, sp.pros",gigi,Dokter Gigi,-,-,-,rsud_gofar_tes_csv
jakarta selatan,jakarta selatan,rsud tebet,-,drg. lies miriyanie,gigi,Dokter Gigi,-,-,-,rsud_gofar_tes_csv
jakarta selatan,jakarta selatan,rsud tebet,-,drg. dewi lisnaria,gigi,Dokter Gigi,-,-,-,rsud_gofar_tes_csv
jakarta timur,jakarta timur,rsud kramat jati,-,"drg. akmalia hardini,sp.bm",gigi bedah mulut,Spesialis Bedah Mulut (SpBM),-,-,-,rsud_gofar_tes_csv
jakarta selatan,jakarta selatan,rsud tebet,-,dr. lis untari sumarlina,klinik pdp,Dokter Umum,-,-,-,rsud_gofar_tes_csv
jakarta utara,jakarta utara,rsud cilincing,-,"drg. wandy afrizal putra, sp.kg",konservasi gigi,Dokter Gigi Spesialis Konservasi Gigi / Endodontis (Sp.KG),-,-,-,rsud_gofar_tes_csv
jakarta utara,jakarta utara,rsud cilincing,-,"drg. susi muhardini, sp.kg",konservasi gigi,Dokter Gigi Spesialis Konservasi Gigi / Endodontis (Sp.KG),-,-,-,rsud_gofar_tes_csv
jakarta timur,jakarta timur,rsud kramat jati,-,"drg. riza permitasari, sp.kg",konservasi gigi,Dokter Gigi Spesialis Konservasi Gigi / Endodontis (Sp.KG),-,-,-,rsud_gofar_tes_csv
jakarta selatan,jakarta selatan,rsud jagakarsa,-,frieda ayu prihadini,konservasi/endodon-si,Dokter Gigi Spesialis Konservasi Gigi / Endodontis (Sp.KG),-,-,-,rsud_gofar_tes_csv
jakarta selatan,jakarta selatan,rsud jagakarsa,-,rizka kusumah adriani,konservasi/endodon-si,Dokter Gigi Spesialis Konservasi Gigi / Endodontis (Sp.KG),-,-,-,rsud_gofar_tes_csv
jakarta selatan,jakarta selatan,rsud jagakarsa,-,sasa khairunisa,kulit & kelamin,Spesialis Kulit dan Kelamin (Sp.KK),-,-,-,rsud_gofar_tes_csv
jakarta timur,jakarta timur,rsud kramat jati,-,"dr. erika nurhandayani zoulba, sp.k.k",kulit & kelamin,Spesialis Kulit dan Kelamin (Sp.KK),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"dr. sammy yahya, sp.dv",kulit & kelamin,Spesialis Kulit dan Kelamin (Sp.KK),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"dr. saskia retno ayu hapsari, sp.kk",kulit & kelamin,Spesialis Kulit dan Kelamin (Sp.KK),-,-,-,rsud_gofar_tes_csv
jakarta selatan,jakarta selatan,rsud tebet,-,"dr. keni istasaputri, sp.kk",kulit & kelamin,Spesialis Kulit dan Kelamin (Sp.KK),-,-,-,rsud_gofar_tes_csv
jakarta selatan,jakarta selatan,rsud jagakarsa,-,mia rachmawati kamal,mata,Spesialis Mata (Sp.M),-,-,-,rsud_gofar_tes_csv
jakarta utara,jakarta utara,rsud cilincing,-,"dr. heri wijayanto, sp.m",mata,Spesialis Mata (Sp.M),-,-,-,rsud_gofar_tes_csv
jakarta utara,jakarta utara,rsud cilincing,-,"dr. riani witjaksana, sp.m",mata,Spesialis Mata (Sp.M),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud johar baru,-,"dr. soviana, sp.m",mata,Spesialis Mata (Sp.M),-,-,-,rsud_gofar_tes_csv
jakarta barat,jakarta barat,rsud kalideres,-,"dr. renie,sp.m",mata,Spesialis Mata (Sp.M),-,-,-,rsud_gofar_tes_csv
jakarta barat,jakarta barat,rsud kalideres,-,"dr. puji astuti, sp.p",mata,Spesialis Mata (Sp.M),-,-,-,rsud_gofar_tes_csv
jakarta barat,jakarta barat,rsud kembangan,-,"dr. emilia setyaadmadja, sp.m",mata,Spesialis Mata (Sp.M),-,-,-,rsud_gofar_tes_csv
jakarta barat,jakarta barat,rsud kembangan,-,"dr. yosep m.p.a siahaan, sp.m",mata,Spesialis Mata (Sp.M),-,-,-,rsud_gofar_tes_csv
jakarta timur,jakarta timur,rsud kramat jati,-,"dr. perlita kamilia, sp.m",mata,Spesialis Mata (Sp.M),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"dr. bambang herwindu, sp.m",mata,Spesialis Mata (Sp.M),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"dr. werlinson tobing, sp.m",mata,Spesialis Mata (Sp.M),-,-,-,rsud_gofar_tes_csv
jakarta selatan,jakarta selatan,rsud tebet,-,"dr. dian mustikawati, sp.m",mata,Spesialis Mata (Sp.M),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"dr. i putu willy adi satria, sp.anes",nyeri,Spesialis Anestesiologi (Sp.An-TI),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"dr. yoseph rohedi yosi asmara, sp.anes,(k)",nyeri,Spesialis Anestesiologi (Sp.An-TI),-,-,-,rsud_gofar_tes_csv
jakarta barat,jakarta barat,rsud kembangan,-,"dr. drg. mc gina maringka, sp.ort",orthodonti,Dokter Gigi Spesialis Ortodonti (Sp.Ort.),-,-,-,rsud_gofar_tes_csv
jakarta selatan,jakarta selatan,rsud jagakarsa,-,adianto dwi prasetio .z,paru,Spesialis Penyakit Paru (Sp.P),-,-,-,rsud_gofar_tes_csv
jakarta utara,jakarta utara,rsud cilincing,-,"dr. muhammad sofiansyah, sp.p",paru,Spesialis Penyakit Paru (Sp.P),-,-,-,rsud_gofar_tes_csv
jakarta utara,jakarta utara,rsud cilincing,-,"dr. agung prasetyo, sp.p",paru,Spesialis Penyakit Paru (Sp.P),-,-,-,rsud_gofar_tes_csv
jakarta barat,jakarta barat,rsud kalideres,-,"dr. diana widyasanti, sp.p",paru,Spesialis Penyakit Paru (Sp.P),-,-,-,rsud_gofar_tes_csv
jakarta barat,jakarta barat,rsud kembangan,-,"dr. laharsa madisom, sp.p",paru,Spesialis Penyakit Paru (Sp.P),-,-,-,rsud_gofar_tes_csv
jakarta timur,jakarta timur,rsud kramat jati,-,"dr. airin aldiani, sp.p",paru,Spesialis Penyakit Paru (Sp.P),-,-,-,rsud_gofar_tes_csv
jakarta timur,jakarta timur,rsud kramat jati,-,"dr. putri dini azika, sp.p",paru,Spesialis Penyakit Paru (Sp.P),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"dr. rantih intani afrilia damita, sp.p",paru,Spesialis Penyakit Paru (Sp.P),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"dr. indawati, sp.p",paru,Spesialis Penyakit Paru (Sp.P),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"dr. ni wayan sudiarni, sp.p",paru,Spesialis Penyakit Paru (Sp.P),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"dr. muhammad zakki al fajri, sp.p",paru,Spesialis Penyakit Paru (Sp.P),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"cindy dwi utami, m.psi",psikologi,Psikolog Klinis,-,-,-,rsud_gofar_tes_csv
Kota Jayapura,Kota Jayapura,RS Provita Jayapura,-,"dr. Putri Primawardani, Sp.A.,M.Biomed",Spes. Anak,Spesialis Anak (Sp.A),Spes. Anak,-,-,provita_jayapura_csv
Kota Jayapura,Kota Jayapura,RS Provita Jayapura,-,"dr. Candy Maharani Wairo, Sp.A.,M.Biomed",Spes. Anak,Spesialis Anak (Sp.A),Spes. Anak,-,-,provita_jayapura_csv
Kota Jayapura,Kota Jayapura,RS Provita Jayapura,-,"dr. Herlina Adriani Karyoatmodjo, Sp.A",Spes. Anak,Spesialis Anak (Sp.A),Spes. Anak,-,-,provita_jayapura_csv
Kota Jayapura,Kota Jayapura,RS Provita Jayapura,-,"dr. Raja Maruhun, N. Sitorus, Sp.B",Spes. Bedah,Spesialis Bedah (Sp.B),Spes. Bedah,-,-,provita_jayapura_csv
Kota Jayapura,Kota Jayapura,RS Provita Jayapura,-,"dr. Guntur R. Fara, Sp.B.,MARS,FINACS,FISQua",Spes. Bedah,Spesialis Bedah (Sp.B),Spes. Bedah,-,-,provita_jayapura_csv
Kota Jayapura,Kota Jayapura,RS Provita Jayapura,-,"dr. Briand Iggreinus Pollah, Sp.B.,SubSpBD (K)",Spes. Bedah Digestive,Spesialis Bedah (Sp.B),Spes. Bedah Digestive,Subspesialis Bedah - Digestive,-,provita_jayapura_csv
Kota Jayapura,Kota Jayapura,RS Provita Jayapura,-,drg. Ingrid Cyntia Goran,Spes. Gigi,Dokter Gigi,Spes. Gigi,-,-,provita_jayapura_csv
jakarta selatan,jakarta selatan,rsud jagakarsa,-,agnes tri harjaningrum,Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,rsud_gofar_tes_csv
jakarta selatan,jakarta selatan,rsud jagakarsa,-,"wiwiek agusthin, dr",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,rsud_gofar_tes_csv
jakarta selatan,jakarta selatan,rsud jagakarsa,-,diarum puspasari,Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,rsud_gofar_tes_csv
jakarta utara,jakarta utara,rsud cilincing,-,"dr. intan  robiah, sp.a ",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,rsud_gofar_tes_csv
jakarta utara,jakarta utara,rsud cilincing,-,"dr. i wayan andrew h, sp.a",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,rsud_gofar_tes_csv
jakarta utara,jakarta utara,rsud cilincing,-,"dr. irenne purnama, sp.a",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud johar baru,-,"dr. neneng, sp.a",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud johar baru,-,"dr. abdul chairy, sp.a",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,rsud_gofar_tes_csv
jakarta barat,jakarta barat,rsud kalideres,-,"dr. cindy diana c, sp. a",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,rsud_gofar_tes_csv
jakarta barat,jakarta barat,rsud kalideres,-,"dr. tiurma lisa, m.sc., sp.a",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,rsud_gofar_tes_csv
jakarta barat,jakarta barat,rsud kalideres,-,"dr. raisa amini,sp.a",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,rsud_gofar_tes_csv
jakarta barat,jakarta barat,rsud kembangan,-,dr. adi suryadinata krisetya. sp.a,Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,rsud_gofar_tes_csv
jakarta barat,jakarta barat,rsud kembangan,-,"dr. michelle husin, sp.a",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,rsud_gofar_tes_csv
jakarta barat,jakarta barat,rsud kembangan,-,"dr. johanes ari cahyo. p, sp.a",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,rsud_gofar_tes_csv
jakarta timur,jakarta timur,rsud kramat jati,-,"dr. christine handayani t, sp.a",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,rsud_gofar_tes_csv
jakarta timur,jakarta timur,rsud kramat jati,-,"dr. dessy gloria, sp.a",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,rsud_gofar_tes_csv
jakarta timur,jakarta timur,rsud kramat jati,-,dr. wulan tristiyanti sp.a,Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"dr. edi pasaribu, sp.a, m.kes",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,rsud_gofar_tes_csv
